OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),DefaultData,ComplianceStatus,Outlier,BuildingAge,ParkingRatio,BuildingAreaRatio,EnergyUsePerArea,ElectricityIntensity,LargestUseRatio,GHGPerArea,LatitudeBand
1,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.6122,-122.33799,1.0,12,88434,0,88434,Hotel,Hotel,,,,,60.0,81.69999695,84.30000305,182.5,189.0,7226362.5,7456910.0,2003882.0,False,Compliant,,89,0.0,1.0,81.7147533753986,81.7147533753986,1.0,0.002826740846280842,47.6
2,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.61317,-122.33393,1.0,11,103566,15064,88502,"Hotel, Parking, Restaurant",Hotel,Parking,15064.0,Restaurant,4622.0,61.0,94.80000305,97.90000153,176.1000061,179.3999939,8387933.0,8664479.0,0.0,False,Compliant,,20,0.1454531409922175,0.8545468590077825,80.99118436552537,80.99118436552537,0.8099183129598517,0.002856729042349806,47.6
3,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.61393,-122.3381,1.0,41,956110,196718,759392,Hotel,Hotel,,,,,43.0,96.0,97.69999695,241.8999939,244.1000061,72587024.0,73937112.0,21566554.0,False,Compliant,,47,0.20574829256047944,0.7942517074395206,75.91911390948741,75.91911390948741,0.791219629540534,0.0021851878967901186,47.6
5,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.61412,-122.33664,1.0,10,61320,0,61320,Hotel,Hotel,,,,,56.0,110.8000031,113.3000031,216.1999969,224.0,6794584.0,6946800.5,2214446.25,False,Compliant,,90,0.0,1.0,110.80534898891064,110.80534898891064,1.0,0.004671069797782127,47.6
10,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.6139,-122.33283,1.0,11,83008,0,83008,Hotel,Hotel,,,,,27.0,70.80000305,74.5,146.6000061,154.6999969,5758795.0,6062767.5,0.0,False,Compliant,,90,0.0,1.0,69.37638540863531,69.37638540863531,0.9800501156515035,0.002121964148033924,47.6
11,2016,NonResidential,Other,98101.0,7,DOWNTOWN,47.61327,-122.33136,1.0,8,102761,0,102761,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,,,,,,61.29999924,68.80000305,141.6999969,152.3000031,6298131.5,7067881.5,2276286.5,False,Compliant,,90,0.0,1.0,61.28912233240237,61.28912233240237,1.0,0.002155584317007425,47.6
12,2016,NonResidential,Hotel,98104.0,7,DOWNTOWN,47.60294,-122.33263,1.0,15,163984,0,163984,Hotel,Hotel,,,,,43.0,83.69999695,86.59999847,180.8999939,187.1999969,13723820.0,14194054.0,0.0,False,Compliant,,112,0.0,1.0,83.68999414577031,83.68999414577031,1.0,0.0023914528246658214,47.6
13,2016,Multifamily MR (5-9),Mid-Rise Multifamily,98104.0,7,DOWNTOWN,47.60284,-122.33184,1.0,6,63712,1496,62216,Multifamily Housing,Multifamily Housing,,,,,1.0,81.5,85.59999847,182.6999969,187.3999939,4573777.0,4807679.5,1039735.188,False,Compliant,,106,0.023480662983425413,0.9765193370165746,71.78831303365143,71.78831303365143,0.8810271220492215,0.002371923656454043,47.6
16,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.60713,-122.33323,1.0,25,333176,61161,272015,Hotel,Hotel,,,,,36.0,80.0,80.40000153,199.0,199.3999939,26941110.0,27070114.0,5999360.5,False,Compliant,,18,0.18356964487237976,0.8164303551276202,80.86149662640767,80.86149662640767,1.0103969073402645,0.0022239597089826397,47.6
17,2016,NonResidential,Hotel,98104.0,7,DOWNTOWN,47.60699,-122.33346,1.0,9,65009,0,65009,Hotel,Hotel,,,,,48.0,101.5,97.80000305,153.6000061,149.8000031,6596057.5,6358719.5,1656352.5,False,Compliant,,88,0.0,1.0,101.46375886415727,101.46375886415727,1.0,0.005048993216323894,47.6
18,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.60809,-122.33212,1.0,33,315952,57600,258352,"Hotel, Parking",Hotel,Parking,57600.0,,,58.0,75.5,76.19999695,179.8999939,180.6999969,22325364.0,22524948.0,4337738.5,False,Compliant,,36,0.18230617308958322,0.8176938269104168,70.66061933458246,70.66061933458246,0.9353034638172887,0.002052906770648706,47.6
21,2016,Nonresidential COS,Other,98154.0,7,DOWNTOWN,47.60649,-122.33297,1.0,11,412000,57000,355000,"Data Center, Library, Parking",Library,Parking,49000.0,Data Center,1074.0,,50.79999924,51.09999847,155.6000061,156.0,18588860.0,18706912.0,737559.5,False,Compliant,,12,0.1383495145631068,0.8616504854368932,45.11859223300971,45.11859223300971,0.8857111650485436,0.00044024271844660194,47.6
22,2016,NonResidential,Other,98104.0,7,DOWNTOWN,47.60546,-122.33279,1.0,6,103911,0,103911,"Fitness Center/Health Club/Gym, Office, Swimming Pool",Fitness Center/Health Club/Gym,Office,40000.0,Swimming Pool,0.0,,76.59999847,78.40000153,157.3999939,159.6000061,9956396.0,10192124.0,4592347.5,False,Compliant,,86,0.0,1.0,95.81657379873161,95.81657379873161,0.8661258192106707,0.00417530386580824,47.6
23,2016,NonResidential,Hotel,98104.0,7,DOWNTOWN,47.60681,-122.33078,1.0,28,416281,85000,331281,"Hotel, Parking",Hotel,Parking,85000.0,,,31.0,96.30000305,98.59999847,228.5,232.8000031,33556756.0,34351920.0,0.0,False,Compliant,,33,0.20418899733593415,0.7958110026640659,80.6108277821952,80.6108277821952,0.8367641088591601,0.0019287212243652724,47.6
25,2016,NonResidential,Hotel,98104.0,7,DOWNTOWN,47.60376,-122.33194,1.0,10,104352,0,104352,Hotel,Hotel,,,,,39.0,97.30000305,97.30000305,225.5,225.5,10154608.0,10154608.0,3430862.0,False,Compliant,,100,0.0,1.0,97.31110088929776,97.31110088929776,1.0,0.0033475160993560256,47.6
26,2016,NonResidential,Other,98104.0,7,DOWNTOWN,47.60265,-122.33051,1.0,10,540360,0,540360,Courthouse,Courthouse,,,,,76.0,83.69999695,87.5,182.6999969,186.6999969,44984468.0,47023088.0,0.0,False,Compliant,,100,0.0,1.0,83.24907098971056,83.24907098971056,0.9940595158783033,0.0023415685839070248,47.6
28,2016,SPS-District K-12,K-12 School,98118.0,2,SOUTHEAST,47.54576,-122.26853,1.0,2,56228,0,56228,K-12 School,K-12 School,,,,,95.0,26.10000038,29.10000038,60.70000076,64.59999847,1539478.5,1713623.5,0.0,True,Error - Correct Default Data,,55,0.0,1.0,27.379214981859572,27.379214981859572,1.047805363875649,0.0006852457850181405,47.5
29,2016,NonResidential,Hotel,98105.0,4,NORTHEAST,47.65959,-122.31755,1.0,6,88592,30586,58006,"Hotel, Parking",Hotel,Parking,30586.0,,,84.0,63.20000076,63.29999924,148.0,148.5,3663534.5,3673186.75,0.0,False,Compliant,,15,0.34524562037204265,0.6547543796279574,41.35288175004515,41.35288175004515,0.6547543796279574,0.0010160059599060864,47.7
30,2016,NonResidential,University,98121.0,7,DOWNTOWN,47.61816,-122.33629,1.0,7,126593,0,126593,College/University,College/University,,,,,,90.69999695,97.5,173.0,180.0,11343686.0,12183313.0,0.0,False,Compliant,,88,0.0,1.0,89.6075296422393,89.6075296422393,0.9874163658338139,0.003065256372785225,47.6
31,2016,NonResidential,Other,98101.0,7,DOWNTOWN,47.615,-122.33081,1.0,2,67224,0,67224,Automobile Dealership,Automobile Dealership,,,,,,19.5,19.5,61.20000076,61.20000076,1310236.625,1310236.625,0.0,False,Compliant,,86,0.0,1.0,19.4906078930144,19.4906078930144,1.0,0.0001358145900273712,47.6
32,2016,NonResidential,Hotel,98101.0,7,EAST,47.61301,-122.32929,1.0,8,158676,30301,128375,"Hotel, Parking, Retail Store, Swimming Pool",Hotel,Parking,42000.0,Retail Store,4500.0,,45.5,46.29999924,58.0,58.79999924,5328051.5,5424942.0,0.0,False,Compliant,,25,0.19096145604880385,0.8090385439511961,33.57818132546825,33.57818132546825,0.7101010864907106,0.0016169427008495298,47.6
33,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.61784,-122.32966,1.0,10,171866,38281,133585,Hotel,Hotel,,,,,57.0,85.80000305,86.69999695,181.1000061,180.6000061,11061916.0,11171407.0,0.0,False,Compliant,,15,0.22273748152630538,0.7772625184736947,64.36360885806384,64.36360885806384,0.7500552756217053,0.0019121292169480874,47.6
34,2016,SPS-District K-12,K-12 School,98112.0,3,Central,47.62266,-122.30547,1.0,1,126351,0,126351,K-12 School,K-12 School,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Missing Data,,61,0.0,1.0,0.0,0.0,1.0,0.0,47.6
35,2016,NonResidential,Hotel,98121.0,7,DOWNTOWN,47.61558,-122.34186,1.0,5,68410,16200,52210,Hotel,Hotel,,,,,57.0,92.90000153,95.0,199.6999969,206.3000031,4456714.5,4557974.0,0.0,False,Compliant,,38,0.2368074842859231,0.7631925157140769,65.14712030404911,65.14712030404911,0.7015640988159626,0.0018775032889928372,47.6
36,2016,SPS-District K-12,K-12 School,98125.0,5,NORTH,47.70994,-122.29301,1.0,2,160645,0,160645,K-12 School,K-12 School,,,,,75.0,41.29999924,47.5,68.09999847,75.69999695,6779173.0,7800349.5,0.0,True,Error - Correct Default Data,,67,0.0,1.0,42.19971365433098,42.19971365433098,1.0223100625603039,0.0016818450620934358,47.7
37,2016,SPS-District K-12,K-12 School,98109.0,7,MAGNOLIA / QUEEN ANNE,47.6329,-122.35172,1.0,2,51582,0,51582,K-12 School,K-12 School,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Missing Data,,27,0.0,1.0,0.0,0.0,1.069481602109263,0.00020220231863828466,47.6
38,2016,NonResidential,Small- and Mid-Sized Office,98070.0,4,LAKE UNION,47.6641,-122.33118,1.0,3,87262,0,87262,"K-12 School, Multifamily Housing, Office, Other - Entertainment/Public Assembly",Office,K-12 School,18153.0,Other - Entertainment/Public Assembly,4307.0,,61.5,69.80000305,106.5,115.9000015,4145920.5,4703690.0,0.0,False,Compliant,,110,0.0,1.0,47.51117897824941,47.51117897824941,0.46919621370126746,0.0018080034837615459,47.7
40,2016,NonResidential,Hotel,98105.0,4,NORTHEAST,47.66583,-122.29965,1.0,4,81871,0,81871,Hotel,Hotel,,,,,29.0,81.5,82.19999695,162.5,164.8999939,6668568.5,6731281.5,0.0,False,Compliant,,22,0.0,1.0,81.45214422689352,81.45214422689352,1.0,0.0026260824956333743,47.7
41,2016,NonResidential,Self-Storage Facility,98105.0,4,NORTHEAST,47.66172,-122.29598,1.0,2,110356,0,110356,Self-Storage Facility,Self-Storage Facility,,,,,,12.10000038,12.39999962,35.20000076,35.5,318364.8125,326223.0938,0.0,False,Compliant,,61,0.0,1.0,2.8848890182681504,2.8848890182681504,0.2376400014498532,3.5612019283047595e-05,47.7
46,2016,NonResidential,Warehouse,98118.0,2,GREATER DUWAMISH,47.51138,-122.28875,3.0,2,714095,0,714095,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Non-Refrigerated Warehouse,Refrigerated Warehouse,276000.0,Office,71000.0,,46.40000153,45.79999924,145.8999939,143.8000031,44731160.0,44110016.0,0.0,False,Compliant,,55,0.0,1.0,62.64034897317584,62.64034897317584,0.8626303222960531,0.0004366925969233785,47.5
50,2016,SPS-District K-12,K-12 School,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65671,-122.39047,1.0,2,54986,0,54986,K-12 School,K-12 School,,,,,97.0,30.0,32.79999924,77.80000305,83.19999695,1650279.25,1802471.375,0.0,False,Compliant,,26,0.0,1.0,30.01271687338595,30.01271687338595,1.0,0.000572327501545848,47.7
51,2016,SPS-District K-12,K-12 School,98115.0,4,NORTHEAST,47.68252,-122.29498,1.0,2,175565,0,175565,K-12 School,K-12 School,,,,,88.0,35.0,40.09999847,55.0,60.40000153,6399127.5,7329817.5,0.0,True,Error - Correct Default Data,,66,0.0,1.0,36.44876541451884,36.44876541451884,1.041557257995614,0.0015153931592287756,47.7
52,2016,NonResidential,Small- and Mid-Sized Office,98107.0,6,BALLARD,47.66587,-122.38476,1.0,2,94900,0,94900,"Non-Refrigerated Warehouse, Office",Office,Non-Refrigerated Warehouse,39314.0,,,57.0,65.19999695,68.90000153,163.0,165.8999939,6186461.5,6536359.5,0.0,False,Compliant,,55,0.0,1.0,65.18926765015806,65.18926765015806,0.5857323498419389,0.001375763962065332,47.7
53,2016,NonResidential,Small- and Mid-Sized Office,98144.0,2,GREATER DUWAMISH,47.58034,-122.31132,1.0,2,52554,0,52554,"Office, Other - Education",Office,Other - Education,7849.0,,,83.0,50.09999847,53.5,108.6999969,112.3000031,2951331.25,3150635.5,0.0,False,Compliant,,116,0.0,1.0,56.15807074628002,56.15807074628002,0.9709822278037827,0.0015956920500818205,47.6
54,2016,NonResidential,K-12 School,98103.0,6,NORTHWEST,47.68891,-122.33553,1.0,3,175015,0,175015,K-12 School,K-12 School,,,,,95.0,40.0,45.09999847,74.0,80.40000153,6994740.5,7886505.5,0.0,False,Compliant,,62,0.0,1.0,39.96652001257035,39.96652001257035,1.0,0.0014161643287718196,47.7
55,2016,NonResidential,Self-Storage Facility,98121.0,7,DOWNTOWN,47.61351,-122.35129,1.0,3,70586,0,70586,"Office, Self-Storage Facility, Vocational School",Self-Storage Facility,Vocational School,28197.0,Office,3859.0,,30.60000038,33.09999847,76.59999847,79.19999695,2158629.0,2331573.25,0.0,False,Compliant,,105,0.0,1.0,30.581545915620662,30.581545915620662,0.5445697447085824,0.0006436120477148443,47.6
56,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.60946,-122.33337,1.0,24,332210,205970,126240,Hotel,Hotel,,,,,67.0,46.40000153,46.40000153,121.8000031,121.8000031,16163194.0,16163194.0,0.0,False,Compliant,,47,0.6199993979711628,0.3800006020288372,48.6535444447789,48.6535444447789,1.049426567532585,0.0008889858824237681,47.6
57,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.6113,-122.33659,1.0,5,168115,0,168115,"Data Center, Office, Retail Store",Office,Retail Store,65676.0,Data Center,493.0,78.0,56.29999924,56.29999924,176.6000061,176.6000061,9536161.0,9536161.0,0.0,False,Compliant,,43,0.0,1.0,56.724034143294766,56.724034143294766,0.6148291348184278,0.00039544359515807635,47.6
58,2016,NonResidential,Other,98101.0,7,DOWNTOWN,47.61076,-122.33765,1.0,2,57428,0,57428,"Other - Mall, Personal Services (Health/Beauty, Dry Cleaning, etc)",Other - Mall,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5681.0,,,,21.70000076,21.60000038,48.79999924,48.40000153,1247362.0,1239429.75,0.0,False,Compliant,,96,0.0,1.0,21.720449954725918,21.720449954725918,0.9010761301107474,0.0005791599916417079,47.6
59,2016,NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.61048,-122.33794,1.0,8,59400,0,59400,"Office, Retail Store",Office,Retail Store,4993.0,,,14.0,85.40000153,88.30000305,398.7000122,412.2000122,5071974.0,5242479.5,0.0,False,Compliant,,106,0.0,1.0,85.38676767676768,85.38676767676768,0.5883333333333334,0.0005952861952861953,47.6
62,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.61233,-122.33432,1.0,20,98634,10043,88591,"Hotel, Parking, Restaurant",Hotel,Parking,10043.0,Restaurant,5000.0,71.0,54.59999847,57.29999924,158.6000061,167.0,4841347.5,5078816.0,0.0,False,Compliant,,86,0.10182087312691364,0.8981791268730863,49.08396191982481,49.08396191982481,0.8474866678832856,0.0006000973295212604,47.6
63,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.61087,-122.33339,1.0,34,994212,146694,847518,"Hotel, Parking, Swimming Pool",Hotel,Parking,117668.0,Swimming Pool,0.0,63.0,80.90000153,82.80000305,182.5,184.5,80469216.0,82318072.0,11598686.0,False,Compliant,,34,0.14754800786954894,0.8524519921304511,80.9376833110041,80.9376833110041,1.0,0.002465852353421604,47.6
65,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.60997,-122.34138,1.0,7,71150,0,71150,"Hotel, Parking, Restaurant, Retail Store",Hotel,Parking,13730.0,Retail Store,9604.0,98.0,93.09999847,93.09999847,215.8999939,215.8999939,5348309.0,5348309.0,0.0,False,Compliant,,31,0.0,1.0,75.16948699929726,75.16948699929726,0.5810260014054813,0.0018886858749121575,47.6
66,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.61155,-122.34114,1.0,7,122810,0,122810,"Hotel, Other - Entertainment/Public Assembly, Retail Store",Hotel,Other - Entertainment/Public Assembly,26450.0,Retail Store,8000.0,99.0,44.0,49.59999847,68.19999695,74.09999847,5401277.5,6088417.5,0.0,False,Compliant,,108,0.0,1.0,43.980762967185086,43.980762967185086,0.7194853839263904,0.0018498493608012378,47.6
67,2016,NonResidential,Hotel,98109.0,7,LAKE UNION,47.61986,-122.34413,1.0,5,113173,42546,70627,"Hotel, Parking",Hotel,Parking,42546.0,,,86.0,74.80000305,76.90000153,165.6999969,172.1000061,5284343.5,5428403.5,0.0,False,Compliant,,57,0.3759377236620042,0.6240622763379958,46.69261661350322,46.69261661350322,0.6240622763379958,0.0012793687540314385,47.6
68,2016,NonResidential,Hotel,98109.0,7,LAKE UNION,47.62001,-122.34274,1.0,7,150453,34735,115718,Hotel,Hotel,Restaurant,3000.0,,,84.0,60.70000076,61.79999924,128.0,129.8000031,6715187.0,6835263.5,0.0,False,Compliant,,16,0.23086944095498263,0.7691305590450174,44.63312130698623,44.63312130698623,0.714821239855636,0.0013289864608881177,47.6
69,2016,NonResidential,Hotel,98109.0,7,LAKE UNION,47.62025,-122.34314,1.0,6,116300,28200,88100,Hotel,Hotel,Parking,28300.0,,,80.0,65.90000153,67.09999847,144.5,147.1000061,5827595.5,5941927.0,0.0,False,Compliant,,19,0.24247635425623387,0.7575236457437661,50.10830180567498,50.10830180567498,0.7608770421324161,0.0013963026655202063,47.6
70,2016,NonResidential,Hotel,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62023,-122.35951,1.0,6,155602,36744,118858,Hotel,Hotel,,,,,81.0,43.90000153,44.0,107.4000015,107.5999985,6836900.0,6849826.5,0.0,False,Compliant,,18,0.23614092363851363,0.7638590763614863,43.93838125473965,43.93838125473965,1.0,0.0009817354532718088,47.6
73,2016,NonResidential,K-12 School,98136.0,3,EAST,47.63442,-122.30793,1.0,3,56072,0,56072,K-12 School,K-12 School,,,,,76.0,57.70000076,67.80000305,81.09999847,92.69999695,3234787.75,3800842.5,0.0,False,Compliant,,105,0.0,1.0,57.689894243115994,57.689894243115994,1.0,0.002609858753031816,47.6
77,2016,NonResidential,Hotel,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62519,-122.34456,1.0,4,122942,44891,78051,"Hotel, Parking",Hotel,Parking,44891.0,,,94.0,68.40000153,69.0,136.6999969,138.6999969,5337334.0,5387530.0,0.0,False,Compliant,,17,0.36513965935156417,0.6348603406484359,43.41343072343056,43.41343072343056,0.6348603406484359,0.0013961054806331439,47.6
82,2016,NonResidential,Small- and Mid-Sized Office,98122.0,3,CENTRAL,47.60823,-122.30956,1.0,2,54984,0,54984,Office,Office,,,,,71.0,61.40000153,66.0,139.6000061,144.5,3375211.0,3630147.25,0.0,False,Compliant,,54,0.0,1.0,61.38533027789902,61.38533027789902,1.0,0.0016001018478102721,47.6
86,2016,NonResidential,Hotel,98109.0,7,LAKE UNION,47.61988,-122.33211,1.0,6,84103,20732,63371,"Hotel, Parking",Hotel,Parking,20732.0,,,74.0,58.5,59.79999924,154.1999969,156.6999969,3706100.25,3787499.0,0.0,False,Compliant,,8,0.2465072589562798,0.7534927410437202,44.06620750746109,44.06620750746109,0.7534927410437202,0.0007973556234617077,47.6
87,2016,SPS-District K-12,K-12 School,98146.0,1,SOUTHWEST,47.5097,-122.37759,1.0,2,53352,0,53352,K-12 School,K-12 School,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Missing Data,,68,0.0,1.0,0.0,0.0,1.228969860548808,7.853501274553907e-05,47.5
89,2016,NonResidential,Medical Office,98122.0,3,EAST,47.61244,-122.3214,0.0,3,179014,0,179014,Medical Office,Medical Office,,,,,48.0,93.30000305,92.30000305,213.3999939,210.3000031,16701055.0,16527711.0,0.0,False,Compliant,,51,0.0,1.0,93.29468644910455,93.29468644910455,1.0,0.002406739137721072,47.6
95,2016,NonResidential,Hotel,98104.0,3,EAST,47.60898,-122.32693,1.0,7,76631,0,76631,Hotel,Hotel,,,,,71.0,94.69999695,94.59999847,172.0,171.6999969,7258758.5,7250730.5,0.0,False,Compliant,,108,0.0,1.0,94.72352572718613,94.72352572718613,1.0,0.0034287690360298054,47.6
98,2016,NonResidential,Retail Store,98109.0,7,LAKE UNION,47.62237,-122.33805,1.0,2,58320,0,58320,Retail Store,Retail Store,,,,,96.0,14.60000038,17.20000076,25.79999924,28.79999924,1049748.625,1243027.75,0.0,False,Compliant,,87,0.0,1.0,17.99980495541838,17.99980495541838,1.2358024691358025,0.0006697530864197531,47.6
100,2016,NonResidential,Large Office,98109.0,7,LAKE UNION,47.62424,-122.33646,1.0,5,316306,0,316306,"Office, Other, Parking, Retail Store",Office,Parking,150726.0,Other,15139.0,96.0,48.0,48.40000153,144.0,144.3999939,13795954.0,13909270.0,0.0,False,Compliant,,6,0.0,1.0,43.61584668011356,43.61584668011356,0.8277617244061131,0.0004389736520963877,47.6
102,2016,NonResidential,Hotel,98109.0,3,LAKE UNION,47.62642,-122.33325,1.0,7,282863,44766,238097,"Hotel, Parking",Hotel,Parking,51537.0,,,37.0,82.5,85.59999847,184.0,189.1999969,19459304.0,20194606.0,0.0,False,Compliant,,26,0.15826035925518714,0.8417396407448129,68.79409466773667,68.79409466773667,0.8335766784627187,0.0018625624418888297,47.6
103,2016,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1.0,1,389000,0,389000,Other,Other,,,,,,64.30000305,64.5,151.6000061,152.1000061,23658978.0,23736924.0,6093150.0,False,Compliant,,54,0.0,1.0,60.81999485861183,60.81999485861183,0.9460154241645244,0.00156146529562982,47.6
106,2016,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1.0,5,396085,0,396085,Other,Other,,,,,,75.19999695,76.30000305,138.1000061,140.0,20955026.0,21257836.0,9763690.0,False,Compliant,,78,0.0,1.0,52.905376371233444,52.905376371233444,0.7031319035055607,0.0020303722685787143,47.6
107,2016,NonResidential,Large Office,98109.0,7,LAKE UNION,47.62112,-122.33629,1.0,12,571329,0,571329,"Office, Other, Parking",Office,Parking,310699.0,Other,26203.0,91.0,63.40000153,64.19999695,174.1999969,176.3999939,39605888.0,40153432.0,0.0,False,Compliant,,6,0.0,1.0,69.32238342531186,69.32238342531186,1.048084378702989,0.0010808483378228655,47.6
110,2016,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1.0,2,52000,0,52000,Other,Other,,,,,,52.40000153,51.59999847,110.4000015,109.5,2726369.0,2682242.75,1202380.0,False,Compliant,,54,0.0,1.0,52.430173076923076,52.430173076923076,1.0,0.001958269230769231,47.6
111,2016,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1.0,1,60696,0,60696,Other,Other,,,,,,8.100000381,8.100000381,25.5,25.5,875943.3125,875943.3125,0.0,False,Compliant,,88,0.0,1.0,14.431648090483723,14.431648090483723,1.7793594306049823,0.00010066561223144853,47.6
112,2016,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,1.0,2,262048,0,262048,Other,Other,,,,,,70.0,70.30000305,171.1999969,175.1999969,20723248.0,20823520.0,5137220.0,False,Compliant,,88,0.0,1.0,79.0818781291977,79.0818781291977,1.129564049334473,0.0018726721821956283,47.6
113,2016,NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62391,-122.34837,0.0,2,66240,2352,63888,"Data Center, Distribution Center, Office, Parking, Retail Store",Office,Data Center,5181.0,Distribution Center,4551.0,,74.90000153,75.40000153,235.1999969,236.6000061,4166306.25,4192107.75,0.0,False,Compliant,,30,0.035507246376811595,0.9644927536231884,62.897135416666664,62.897135416666664,0.6929347826086957,0.00043840579710144925,47.6
114,2016,NonResidential,Large Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62419,-122.34443,1.0,6,920598,303707,616891,"Office, Other, Parking",Office,Parking,185014.0,Other,6000.0,93.0,49.79999924,51.79999924,130.8000031,131.6000061,36667044.0,38105108.0,0.0,False,Compliant,,6,0.3299018681335393,0.6700981318664607,39.8295933730032,39.8295933730032,0.7925109548358784,0.0007322305718674166,47.6
115,2016,NonResidential,Small- and Mid-Sized Office,98033.0,7,MAGNOLIA / QUEEN ANNE,47.62053,-122.35842,1.0,4,76213,25930,50283,"Office, Other, Parking",Office,Parking,21454.0,Other,2406.0,68.0,68.19999695,71.59999847,192.3999939,196.0,3476212.5,3647345.75,0.0,False,Compliant,,46,0.3402306693083857,0.6597693306916143,45.61180507262541,45.61180507262541,0.6369779433954837,0.0006397858633041607,47.6
116,2016,NonResidential,Hotel,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62291,-122.35708,1.0,6,96910,36934,59976,"Hotel, Parking",Hotel,Parking,36934.0,,,56.0,86.0,87.90000153,182.1999969,188.3999939,5155568.5,5274523.0,0.0,False,Compliant,,14,0.3811164998452172,0.6188835001547828,53.199551129914354,53.199551129914354,0.6188835001547828,0.0015699102259828705,47.6
117,2016,NonResidential,Hotel,98105.0,4,NORTHEAST,47.65772,-122.31756,2.0,4,50017,0,50017,"Hotel, Swimming Pool",Hotel,Swimming Pool,0.0,,,53.0,108.9000015,110.5,203.3000031,205.8000031,5448975.0,5528580.5,0.0,False,Compliant,,54,0.0,1.0,108.94245956374833,108.94245956374833,1.0,0.0038227002819041524,47.7
118,2016,SPS-District K-12,K-12 School,98106.0,1,DELRIDGE,47.5636,-122.358,1.0,3,74468,0,74468,K-12 School,K-12 School,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Missing Data,,17,0.0,1.0,0.0,0.0,1.012032013750873,0.00015899446742224848,47.6
119,2016,NonResidential,K-12 School,98112.0,3,EAST,47.62548,-122.30828,1.0,3,67743,0,67743,K-12 School,K-12 School,,,,,34.0,39.09999847,44.79999924,82.30000305,89.30000305,2646879.0,3036464.0,0.0,False,Compliant,,93,0.0,1.0,39.072361720030116,39.072361720030116,1.0,0.001163957899709195,47.6
120,2016,NonResidential,K-12 School,98112.0,3,EAST,47.62644,-122.30429,1.0,6,194104,0,194104,K-12 School,K-12 School,,,,,100.0,32.0,37.09999847,54.0,60.09999847,6219841.5,7204080.0,0.0,False,Compliant,,108,0.0,1.0,32.04386050776903,32.04386050776903,1.0,0.0012530911264064626,47.6
121,2016,NonResidential,Small- and Mid-Sized Office,98144.0,3,SOUTHEAST,47.58408,-122.30125,1.0,3,99433,35752,63681,"Office, Parking",Office,Parking,35752.0,,,63.0,76.90000153,78.19999695,241.5,245.6000061,4897760.0,4980737.5,0.0,False,Compliant,,13,0.35955869781662025,0.6404413021833798,49.256886546719905,49.256886546719905,0.6404413021833798,0.00034334677622117405,47.6
